"Clade","SampleID","Date","Rep","Month","Year","lake","Treatment","sample_name","sum_TPM_rel_abund","sum_TPM"
"Mae2_(LL/LG)","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",2.795092735,27950.927351
"Mae2_(LL/LG)","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",2.666096281,26660.96282
"Mae2_(LL/LG)","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",1.615298923,16152.98923
"Mae2_(LL/LG)","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",0.430859648,4308.5964729
"Mae2_(LL/LG)","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",3.865935047,38659.350484
"Mae2_(LL/LG)","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",3.77251501,37725.150107
"Mae2_(LL/LG)","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",0.827952396,8279.5239646
"Mae2_(LL/LG)","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",0.765632834,7656.3283311
"Mae2_(LL/LG)","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",1.152147339,11521.4734009
"Mae2_(LL/LG)","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",1.140408546,11404.0854464
"Mae2_(LL/LG)","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",1.064730186,10647.3018608
"Mae2_(LL/LG)","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",0.963777356,9637.7735458
"Mae2_(LL/LG)","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",1.172794953,11727.9495182
"Mae2_(LL/LG)","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",20.466288599,204662.885986
"Mae2_(LL/LG)","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",1.07350005,10735.000513
"Mae2_(LL/LG)","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",16.262003412,162620.034116
"Mae2_(LL/LG)","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",10.769882438,107698.824384
"Mae2_(LL/LG)","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",16.965222303,169652.223026
"Mae2_(LL/LG)","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",15.381805281,153818.0528077
"Mae2_(LL/LG)","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",12.836442139,128364.421394
"Mae2_(LL/LG)","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",7.973416707,79734.167067
"Mae2_(LL/LG)","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",14.241389318,142413.893175
"Mae2_(LL/LG)","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",21.852689125,218526.891247
"Mae2_(LL/LG)","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",14.60176991,146017.6991
"Mae2_(LL/LG)","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",13.559322033,135593.220339
"Mae2_(LL/LG)","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",0.160446969,1604.4696946
"Mae2_(LL/LG)","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",7.716785998,77167.859981
"Mae2_(LL/LG)","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",24.820017121,248200.171213
"Mae2_(LL/LG)","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",9.684813463,96848.134625
"Mae2_(LL/LG)","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",14.259676911,142596.76911
"Mae2_(LL/LG)","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",11.111111111,111111.11111
"Mae2_(LL/LG)","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",10.256410256,102564.10256
"Mae2_(LL/LG)","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",4.838709678,48387.09678
"Mae2_(LL/LG)","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",0.683717397,6837.173968
"Mae2_(LL/LG)","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",6.818181818,68181.81818
"Mae2_(LL/LG)","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",6.201550388,62015.50388
"Mae2_(LL/LG)","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",0.414693373,4146.9337317
"Mae2_(LL/LG)","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",10.833333334,108333.33334
"Mae2_(LL/LG)","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",8.962020208,89620.202077
"Mae2_(LL/LG)","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",15.837026536,158370.2653686
"Mae2_(LL/LG)","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",9.134325779,91343.2577993
"Mae2_(LL/LG)","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",5.921097649,59210.9764948
"Mae2_(LL/LG)","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",9.215641223,92156.4122183
"Mae2_(LL/LG)","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",5.646825816,56468.2581667
"Mae2_(LL/LG)","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",0.662342408,6623.424082
"Mae2_(LL/LG)","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",3.089556153,30895.561526
"Mae3_1","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",39.931740611,399317.4061168
"Mae3_1","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",30.994947531,309949.475305
"Mae3_1","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",24.0348554,240348.553996
"Mae3_1","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",28.321911238,283219.112372
"Mae3_1","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",33.071781039,330717.810382
"Mae3_1","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",21.054584,210545.840002
"Mae3_1","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",29.115205857,291152.058565
"Mae3_1","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",28.365179182,283651.791813
"Mae3_1","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",24.411353234,244113.532354
"Mae3_1","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",34.199422077,341994.2207789
"Mae3_1","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",31.025056364,310250.5636255
"Mae3_1","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",28.867572854,288675.728533
"Mae3_1","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",35.316052581,353160.5258136
"Mae3_1","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",30.838843352,308388.43352
"Mae3_1","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",11.258042934,112580.42934
"Mae3_1","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",7.694618273,76946.182731
"Mae3_1","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",7.896972645,78969.72645
"Mae3_1","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",9.93068735,99306.873503
"Mae3_1","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",8.980539819,89805.398177
"Mae3_1","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",8.990050137,89900.5013672
"Mae3_1","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",8.42671895,84267.1895124
"Mae3_1","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",1.673944192,16739.441924
"Mae3_1","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",28.681464931,286814.6493146
"Mae3_1","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",2.164631415,21646.314151
"Mae3_1","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",2.472630539,24726.305379
"Mae3_1","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",2.582350966,25823.5096693
"Mae3_1","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",2.244929557,22449.29556
"Mae3_1","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",9.726860426,97268.604261
"Mae3_1","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",5.572636432,55726.364324
"Mae3_1","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",8.385278204,83852.782042
"Mae3_1","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",9.452523178,94525.231795
"Mae3_1","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",9.826401782,98264.017818
"Mae3_1","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",26.713298129,267132.9812859
"Mae3_1","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",7.233039767,72330.39768
"Mae3_1","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",14.316210805,143162.108063
"Mae3_1","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",25.10305669,251030.5668913
"Mae3_1","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",27.658486094,276584.8609361
"Mae3_1","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",25.400213773,254002.137733
"Mae3_1","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",25.570261309,255702.6130956
"Mae3_1","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",25.445079725,254450.7972328
"Mae3_1","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",24.453048695,244530.4869403
"Mae3_1","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",19.49214901,194921.4901068
"Mae3_1","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",8.405797103,84057.971016
"Mae3_1","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",32.883001569,328830.015705
"Mae3_1","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",8.652613136,86526.131355
"Mae3_1","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",7.894154666,78941.546674
"Mae3_1","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",8.287608596,82876.08596
"Mae3_1","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",10.899689833,108996.8983417
"Mae3_1","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",5.855219221,58552.192211
"Mae3_1","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",6.264827413,62648.274128
"Mae3_1","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",9.871872141,98718.7214
"Mae3_1","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",3.889037893,38890.378941
"Mae3_1","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",6.637168141,66371.681412
"Mae3_1","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",2.824858757,28248.587572
"Mae3_1","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",43.882246147,438822.4614788
"Mae3_1","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",3.579952266,35799.522673
"Mae3_1","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",5.353337025,53533.370255
"Mae3_1","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",1.980984573,19809.8457207
"Mae3_1","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",2.851935381,28519.353825
"Mae3_1","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",8.333333334,83333.33334
"Mae3_1","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",14.102564102,141025.64102
"Mae3_1","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",11.290322581,112903.22581
"Mae3_1","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",8.204608762,82046.08762
"Mae3_1","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",11.363636364,113636.36364
"Mae3_1","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",10.852713179,108527.13179
"Mae3_1","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",38.507241809,385072.418093
"Mae3_1","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",8.333333333,83333.33333
"Mae3_1","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",7.041587307,70415.8730539
"Mae3_1","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",5.67610243,56761.024313
"Mae3_1","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",7.706049386,77060.4938557
"Mae3_1","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",7.969477374,79694.7737605
"Mae3_1","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",7.864475782,78644.7577949
"Mae3_1","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",6.211508398,62115.0839818
"Mae3_1","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",24.837840305,248378.403056
"Mae3_1","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",28.281321706,282813.217064
"Mae3_2","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",20.307167234,203071.672342
"Mae3_2","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",14.37038476,143703.8476
"Mae3_2","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",17.455481575,174554.815752
"Mae3_2","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",14.57023179,145702.317896
"Mae3_2","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",12.687915993,126879.159929
"Mae3_2","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",14.446210915,144462.109149
"Mae3_2","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",9.412243273,94122.43273
"Mae3_2","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",12.619154518,126191.545176
"Mae3_2","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",15.58659174,155865.9174
"Mae3_2","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",12.07038426,120703.8426
"Mae3_2","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",10.27994405,102799.4405
"Mae3_2","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",30.671796153,306717.961531
"Mae3_2","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",15.472627,154726.27
"Mae3_2","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",8.924708248,89247.08248
"Mae3_2","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",11.01851011,110185.1011
"Mae3_2","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",3.629536921,36295.36921
"Mae3_2","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",5.369941399,53699.41399
"Mae3_2","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",8.255631653,82556.31653
"Mae3_2","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",5.000527853,50005.27853
"Mae3_2","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",4.149253909,41492.53909
"Mae3_2","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",5.447575887,54475.758875
"Mae3_2","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",0.984673055,9846.730546
"Mae3_2","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",13.322214532,133222.145317
"Mae3_2","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",0.577235044,5772.350441
"Mae3_2","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",1.359946796,13599.46796
"Mae3_2","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",0.198642382,1986.423821
"Mae3_2","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",0.785725344,7857.253445
"Mae3_2","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",0.422906975,4229.06975
"Mae3_2","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",1.114527287,11145.27287
"Mae3_2","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",1.016397358,10163.97358
"Mae3_2","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",1.454234335,14542.34335
"Mae3_2","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",0.807649462,8076.494616
"Mae3_2","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",19.976220008,199762.2000769
"Mae3_2","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",0.748245493,7482.454933
"Mae3_2","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",1.547698465,15476.984653
"Mae3_2","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",2.598850578,25988.5057836
"Mae3_2","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",2.85745111,28574.5110951
"Mae3_2","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",2.436725409,24367.254087
"Mae3_2","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",2.155267524,21552.6752413
"Mae3_2","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",2.109743147,21097.431465
"Mae3_2","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",2.88012535,28801.253504
"Mae3_2","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",2.197134846,21971.348462
"Mae3_2","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",2.558286074,25582.86074
"Mae3_2","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",24.464501163,244645.011635
"Mae3_2","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",1.227321012,12273.21012
"Mae3_2","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",1.917151848,19171.5184805
"Mae3_2","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",0.195002555,1950.025552
"Mae3_2","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",1.935458943,19354.58943
"Mae3_2","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",1.576405175,15764.05175
"Mae3_2","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",1.025153577,10251.535767
"Mae3_2","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",1.456505726,14565.05726
"Mae3_2","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",2.037115087,20371.15087
"Mae3_2","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",0.884955752,8849.557522
"Mae3_2","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",4.802259887,48022.59887
"Mae3_2","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",19.895424209,198954.242095
"Mae3_2","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",1.034208433,10342.08433
"Mae3_2","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",1.216667506,12166.67506
"Mae3_2","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",0.73369799,7336.979897
"Mae3_2","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0.570387076,5703.870765
"Mae3_2","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",2.777777778,27777.77778
"Mae3_2","ND-65","19_06_12","R2","06","19","LH","control","19_06_12_R2",1.282051282,12820.51282
"Mae3_2","ND-66","19_06_12","R3","06","19","LH","control","19_06_12_R3",1.612903226,16129.03226
"Mae3_2","ND-67","19_06_12","R1","06","19","LH","quagga","19_06_12_R1",0,0
"Mae3_2","ND-68","19_06_12","R2","06","19","LH","quagga","19_06_12_R2",0,0
"Mae3_2","ND-69","19_06_12","R3","06","19","LH","quagga","19_06_12_R3",1.550387597,15503.87597
"Mae3_2","ND-7","18_06_28","R4","06","18","LE","quagga","18_06_28_R4",19.549830452,195498.304523
"Mae3_2","ND-70","19_06_12","R4","06","19","LH","quagga","19_06_12_R4",0,0
"Mae3_2","ND-71","19_08_22","R1","08","19","LH","control","19_08_22_R1",1.463186973,14631.86973
"Mae3_2","ND-72","19_08_22","R2","08","19","LH","control","19_08_22_R2",1.681808128,16818.08128
"Mae3_2","ND-73","19_08_22","R3","08","19","LH","control","19_08_22_R3",1.295413474,12954.134738
"Mae3_2","ND-74","19_08_22","R1","08","19","LH","quagga","19_08_22_R1",1.216225463,12162.25463
"Mae3_2","ND-75","19_08_22","R2","08","19","LH","quagga","19_08_22_R2",1.420455978,14204.559775
"Mae3_2","ND-76","19_08_22","R4","08","19","LH","quagga","19_08_22_R4",1.129365163,11293.651633
"Mae3_2","ND-8","18_07_10","R2","07","18","LE","control","18_07_10_R2",17.883245024,178832.450241
"Mae3_2","ND-9","18_07_10","R3","07","18","LE","control","18_07_10_R3",19.963285916,199632.859156
"Mae3_3","ND-1","18_06_28","R1","06","18","LE","control","18_06_28_R1",10.66552901,106655.2901028
"Mae3_3","ND-10","18_07_10","R1","07","18","LE","control","18_07_10_R1",11.270890012,112708.90012
"Mae3_3","ND-11","18_07_10","R1","07","18","LE","quagga","18_07_10_R1",11.816018298,118160.18298
"Mae3_3","ND-12","18_07_10","R2","07","18","LE","quagga","18_07_10_R2",12.114574748,121145.747481
"Mae3_3","ND-13","18_07_10","R3","07","18","LE","quagga","18_07_10_R3",12.89591462,128959.146198
"Mae3_3","ND-14","18_07_10","R4","07","18","LE","quagga","18_07_10_R4",17.673555909,176735.559086
"Mae3_3","ND-15","18_07_25","R1","07","18","LE","control","18_07_25_R1",13.302637159,133026.37159
"Mae3_3","ND-16","18_07_25","R2","07","18","LE","control","18_07_25_R2",10.162327975,101623.279746
"Mae3_3","ND-17","18_07_25","R3","07","18","LE","control","18_07_25_R3",8.824761498,88247.61498
"Mae3_3","ND-18","18_07_25","R1","07","18","LE","quagga","18_07_25_R1",10.544243723,105442.43723
"Mae3_3","ND-19","18_07_25","R2","07","18","LE","quagga","18_07_25_R2",9.168598747,91685.9874655
"Mae3_3","ND-2","18_06_28","R2","06","18","LE","control","18_06_28_R2",9.348444372,93484.4437167
"Mae3_3","ND-20","18_07_25","R3","07","18","LE","quagga","18_07_25_R3",9.098241042,90982.4104226
"Mae3_3","ND-21","18_07_25","R4","07","18","LE","quagga","18_07_25_R4",10.780340656,107803.40656
"Mae3_3","ND-22","18_08_15","R1","08","18","LE","control","18_08_15_R1",1.796496213,17964.962126
"Mae3_3","ND-23","18_08_15","R2","08","18","LE","control","18_08_15_R2",7.839799749,78397.99749
"Mae3_3","ND-24","18_08_15","R3","08","18","LE","control","18_08_15_R3",3.579960933,35799.60933
"Mae3_3","ND-25","18_08_15","R1","08","18","LE","quagga","18_08_15_R1",3.350111395,33501.11395
"Mae3_3","ND-26","18_08_15","R2","08","18","LE","quagga","18_08_15_R2",5.20463103,52046.310298
"Mae3_3","ND-27","18_08_15","R3","08","18","LE","quagga","18_08_15_R3",3.371268801,33712.688006
"Mae3_3","ND-28","18_08_15","R4","08","18","LE","quagga","18_08_15_R4",2.808906317,28089.06317
"Mae3_3","ND-29","18_10_4","R1","10","18","LE","control","18_10_4_R1",2.954019164,29540.191637
"Mae3_3","ND-3","18_06_28","R3","06","18","LE","control","18_06_28_R3",10.266660742,102666.6074223
"Mae3_3","ND-30","18_10_4","R2","10","18","LE","control","18_10_4_R2",6.926820529,69268.205292
"Mae3_3","ND-31","18_10_4","R3","10","18","LE","control","18_10_4_R3",6.305207872,63052.07872
"Mae3_3","ND-32","18_10_4","R1","10","18","LE","quagga","18_10_4_R1",4.668095978,46680.9597803
"Mae3_3","ND-33","18_10_4","R2","10","18","LE","quagga","18_10_4_R2",4.60210559,46021.055896
"Mae3_3","ND-35","19_07_18","R1","07","19","LE","control","19_07_18_R1",5.286337188,52863.37188
"Mae3_3","ND-36","19_07_18","R2","07","19","LE","control","19_07_18_R2",1.950422751,19504.227514
"Mae3_3","ND-37","19_07_18","R3","07","19","LE","control","19_07_18_R3",2.286894056,22868.94056
"Mae3_3","ND-38","19_07_18","R1","07","19","LE","quagga","19_07_18_R1",7.513544066,75135.440662
"Mae3_3","ND-39","19_07_18","R2","07","19","LE","quagga","19_07_18_R2",6.461195693,64611.95693
"Mae3_3","ND-4","18_06_28","R1","06","18","LE","quagga","18_06_28_R1",9.054307729,90543.0772815
"Mae3_3","ND-40","19_07_18","R3","07","19","LE","quagga","19_07_18_R3",6.983624604,69836.246042
"Mae3_3","ND-41","19_07_18","R4","07","19","LE","quagga","19_07_18_R4",10.543695797,105436.957971
"Mae3_3","ND-42","19_07_31","R1","07","19","LE","control","19_07_31_R1",16.927944968,169279.4496744
"Mae3_3","ND-43","19_07_31","R2","07","19","LE","control","19_07_31_R2",12.04613679,120461.3678868
"Mae3_3","ND-44","19_07_31","R3","07","19","LE","control","19_07_31_R3",14.251661274,142516.612741
"Mae3_3","ND-45","19_07_31","R1","07","19","LE","quagga","19_07_31_R1",20.595141023,205951.4102239
"Mae3_3","ND-46","19_07_31","R2","07","19","LE","quagga","19_07_31_R2",17.540046607,175400.46606584
"Mae3_3","ND-47","19_07_31","R3","07","19","LE","quagga","19_07_31_R3",12.316178055,123161.7805481
"Mae3_3","ND-48","19_07_31","R4","07","19","LE","quagga","19_07_31_R4",14.59431751,145943.1750979
"Mae3_3","ND-49","19_08_13","R1","08","19","LE","control","19_08_13_R1",2.832388154,28323.88154
"Mae3_3","ND-5","18_06_28","R2","06","18","LE","quagga","18_06_28_R2",16.111523584,161115.235836
"Mae3_3","ND-50","19_08_13","R2","08","19","LE","control","19_08_13_R2",4.11152539,41115.2539
"Mae3_3","ND-51","19_08_13","R3","08","19","LE","control","19_08_13_R3",5.864229182,58642.29182
"Mae3_3","ND-52","19_08_13","R4","08","19","LE","control","19_08_13_R4",3.997552382,39975.523816
"Mae3_3","ND-53","19_08_13","R1","08","19","LE","quagga","19_08_13_R1",7.7927689,77927.689001
"Mae3_3","ND-54","19_08_13","R2","08","19","LE","quagga","19_08_13_R2",5.348517558,53485.1755782
"Mae3_3","ND-55","19_08_13","R3","08","19","LE","quagga","19_08_13_R3",4.784050024,47840.50024
"Mae3_3","ND-56","19_08_13","R4","08","19","LE","quagga","19_08_13_R4",7.120694658,71206.94658
"Mae3_3","ND-57","19_09_18","R1","09","19","LE","control","19_09_18_R1",1.666730526,16667.305257
"Mae3_3","ND-58","19_09_18","R2","09","19","LE","control","19_09_18_R2",2.21238938,22123.893802
"Mae3_3","ND-59","19_09_18","R3","09","19","LE","control","19_09_18_R3",1.129943503,11299.435028
"Mae3_3","ND-6","18_06_28","R3","06","18","LE","quagga","18_06_28_R3",11.157470054,111574.7005394
"Mae3_3","ND-60","19_09_18","R1","09","19","LE","quagga","19_09_18_R1",0.875099443,8750.9944313
"Mae3_3","ND-61","19_09_18","R2","09","19","LE","quagga","19_09_18_R2",3.163335515,31633.35515
"Mae3_3","ND-62","19_09_18","R3","09","19","LE","quagga","19_09_18_R3",2.421203366,24212.033655
"Mae3_3","ND-63","19_09_18","R4","09","19","LE","quagga","19_09_18_R4",0.950645127,9506.451275
"Mae3_3","ND-64","19_06_12","R1","06","19","LH","control","19_06_12_R1",5.555555556,55555.55556
