"seqnames","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","contrast","lake","Date","Year","Month","Day","Clade","sample_date","Year_lake","sig_label","strain_clade"
"G13-10",3.40407528397858,1.91344585883941,5.48354219567122,1.13258086870207e-06,6.87099060345925e-05,5.3702477329252,"Increased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","2019 Lake Erie","G13-10 (Mae2_(HL/LG))"
"Mf_QC_C_20070823_S10",-3.29139759701084,1.65735306210632,-5.36410208716379,1.74501158771188e-06,7.93980272408904e-05,4.96514472261736,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","2019 Lake Erie","Mf_QC_C_20070823_S10 (Mfl_ae1)"
"F13-15",-1.91653182557498,1.40698658172397,-4.84196207407278,1.11983150231843e-05,0.000356480043050937,3.22584634666202,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","2019 Lake Erie","F13-15 (Mae4)"
"BS13-10",2.99735522176134,3.71435705831315,4.78627069000173,1.36072634456204e-05,0.000356480043050937,3.04392372647682,"Increased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","2019 Lake Erie","BS13-10 (Mae2_(HL/LG))"
"LE19-84",-1.76411040965646,1.48578914474714,-4.78410034959101,1.37107708865745e-05,0.000356480043050937,3.03684993378679,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","2019 Lake Erie","LE19-84 (Mae4)"
"K13-10",-1.93373956842747,1.90090039066495,-4.31649736371374,6.81453395511167e-05,0.00155030647478791,1.54373861149514,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","2019 Lake Erie","K13-10 (Mae3_3)"
"LE19-8",-1.70212993645681,0.640050823369167,-4.07772808649552,0.000150648870114373,0.00304645492897954,0.808488829672994,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae8","08/13","2019 Lake Erie","2019 Lake Erie","LE19-8 (Mae8)"
"NIES-44",-1.39755147409549,1.07510902301778,-3.68929796515863,0.000524117650887881,0.00953894124615942,-0.340365757162246,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae8","08/13","2019 Lake Erie","2019 Lake Erie","NIES-44 (Mae8)"
"W13-16",0.171549366565286,0.0277228925437981,3.61848603310632,0.0006536296651722,0.0108145999146673,-0.542784331239382,"Increased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","2019 Lake Erie","W13-16 (Mae2_(HL/LG))"
"BK11-02",1.31107944118786,1.09855776593583,3.56172303612133,0.000779000558473364,0.0118148418035127,-0.703359686479777,"Increased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","2019 Lake Erie","BK11-02 (Mae2_(LL/LG))"
"Ma_QC_Ch_20071001_S25D",0.959696091225774,0.372566968085964,3.27028148201216,0.00187457368509971,0.0262440315913959,-1.50281668326239,"Increased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","2019 Lake Erie","Ma_QC_Ch_20071001_S25D (Mae2_(LL/LG))"
"L211-101",-1.20550376656038,1.6167805291691,-3.22039438132715,0.00216989207414168,0.0282085969638419,-1.635243933225,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","2019 Lake Erie","L211-101 (Mae3_1)"
"LE19-388",0.0385400368608044,0.00205546863257623,2.99864496723198,0.00409522306484528,0.0363595519063694,-2.20712169834906,"Increased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae3","08/13","2019 Lake Erie","2019 Lake Erie","LE19-388 (Mfl_ae3)"
"NaRes975",-0.00799467198355996,0.000426382505789865,-2.99171867508831,0.00417556363817588,0.0363595519063694,-2.22452853122881,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","2019 Lake Erie","NaRes975 (Mae1)"
"PCC_7806SL",-0.00799467198355996,0.000426382505789865,-2.99171867508831,0.00417556363817588,0.0363595519063694,-2.22452853122881,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","2019 Lake Erie","PCC_7806SL (Mae1)"
"PCC_9806",-0.00474507812136519,0.000253070833139477,-2.97907858581593,0.00432598098679507,0.0363595519063694,-2.25622185851753,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae3","08/13","2019 Lake Erie","2019 Lake Erie","PCC_9806 (Mfl_ae3)"
"LE19-98",-0.00474507812136519,0.000253070833139477,-2.97907858581593,0.00432598098679507,0.0363595519063694,-2.25622185851753,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","2019 Lake Erie","LE19-98 (Mfl_ae1)"
"MC19",-0.00401948653479673,0.000214372615189159,-2.9715467521758,0.00441799509632883,0.0363595519063694,-2.27506184364413,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae2","08/13","2019 Lake Erie","2019 Lake Erie","MC19 (Mfl_ae2)"
"G11-01",-0.00353833002588914,0.000188710934714087,-2.9638874263568,0.00451343378220822,0.0363595519063694,-2.2941861052452,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","2019 Lake Erie","G11-01 (Mae2_(HL/LG))"
"PCC_9717",-0.00353833002588914,0.000188710934714087,-2.9638874263568,0.00451343378220822,0.0363595519063694,-2.2941861052452,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","2019 Lake Erie","PCC_9717 (Mae3_3)"
"DF17",-1.24360950819116,0.597718933770284,-2.95746873210552,0.004594888427728,0.0363595519063694,-2.31018572408565,"Decreased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","2019 Lake Erie","DF17 (Mae3_1)"
"NIES-2521",0.53959227754298,0.28888964313418,2.85655811085483,0.00606907848436865,0.046023845173129,-2.55844837473677,"Increased","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae4","08/13","2019 Lake Erie","2019 Lake Erie","NIES-2521 (Mfl_ae4)"
"G13-11",0.330184744746266,0.144613938089757,2.65982698637194,0.0102713739067612,0.0727273857608509,-3.02415844482575,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G13-11 (Mae2_(HL/LG))"
"PCC_9809",-0.635199104074228,0.268086319503821,-2.65545252022706,0.0103896265372644,0.0727273857608509,-3.0342301723316,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","PCC_9809 (Mae3_1)"
"Ma_MB_S_20031200_S102D",-0.114930084382076,0.0260079543864669,-2.56666071910096,0.0130752735644445,0.0881370292121817,-3.23591634907953,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae6","08/13","2019 Lake Erie","No change","Ma_MB_S_20031200_S102D (Mae6)"
"BS11-05",0.926905144125677,1.11655886680262,2.4812953367083,0.0162375103590692,0.10554381733395,-3.42479503794865,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","BS11-05 (Mae2_(HL/LG))"
"LE19-195",-1.23253445658661,1.59120313463519,-2.44908582082527,0.0176000175070683,0.110455282285739,-3.49475605458384,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","LE19-195 (Mae3_1)"
"T1-4",0.776378118621545,0.676099264574117,2.42551529671052,0.0186614587458044,0.111677267807275,-3.54549339530604,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae2","08/13","2019 Lake Erie","No change","T1-4 (Mfl_ae2)"
"G13-12",0.0948371115507724,0.0160517041433756,2.41778408040769,0.0190219522089315,0.111677267807275,-3.56205039352895,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G13-12 (Mae2_(HL/LG))"
"G13-05",0.10246852625652,0.0306149934736053,2.28585774002579,0.0262148980224077,0.149097232502444,-3.83801041178325,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G13-05 (Mae2_(HL/LG))"
"PCC_9808",0.0605316306219019,0.00937374958881915,2.20613364024477,0.031651687544822,0.174563852519928,-3.99863990793338,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","PCC_9808 (Mae1)"
"G13-07",-0.282739362084275,0.240259247661432,-2.12942607437794,0.0377972886532295,0.202326662790816,-4.14871985489677,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G13-07 (Mae2_(HL/LG))"
"LE18-22",-1.18547366835806,2.37538675014286,-2.09157493058474,0.0411974062098004,0.214226512290962,-4.22113439966812,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","LE18-22 (Mae3_1)"
"LE19-251",-0.606800818546471,2.14433901987754,-1.9042165572566,0.0622185945412568,0.314549561291909,-4.56321329646343,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","No change","LE19-251 (Mae3_3)"
"LL11-07",0.0403733372536169,0.0120445568874154,1.85568346590172,0.068962830068968,0.339222569528437,-4.64729224957485,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","LL11-07 (Mae2_(HL/LG))"
"LE19-55",-0.342163077373293,0.232007677225329,-1.76329926431175,0.0835109876959857,0.394728600309347,-4.80206142194987,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","LE19-55 (Mfl_ae1)"
"K13-06",-0.116474704758751,0.0866228644935585,-1.75702968774225,0.0845847000662886,0.394728600309347,-4.81231140050955,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_2","08/13","2019 Lake Erie","No change","K13-06 (Mae3_2)"
"NIES-843",-0.465192963913594,0.41419869861001,-1.65645067319824,0.103434129547279,0.47062528944012,-4.97228560142826,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","NIES-843 (Mae3_1)"
"KW",0.254664052307652,0.228886029414017,1.57004305229673,0.122250244368054,0.542671816463069,-5.10293083471325,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","KW (Mae3_1)"
"Msp_OC_L_20101000_S702",-0.0248252196327206,0.00613463632603834,-1.39130956865521,0.169840696637199,0.735976352094529,-5.35281109476295,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","Msp_OC_L_20101000_S702 (Mae1)"
"PCC_9807",0.156916074139063,0.0953927111816176,1.36721516729966,0.177225729322957,0.737200735140555,-5.38436230538937,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","No change","PCC_9807 (Mae4)"
"NIES-4285",-0.0480760885248556,0.0209054276086438,-1.35483617874738,0.181114347892971,0.737200735140555,-5.400372902529,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","NIES-4285 (Mae1)"
"TW10",-0.102263307821847,0.0304914841160064,-1.35118102424021,0.182274907040247,0.737200735140555,-5.40507441787448,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae8","08/13","2019 Lake Erie","No change","TW10 (Mae8)"
"M_QC_C_20170808_M3Col",0.295208907533344,0.198066234462503,1.28808081429216,0.203213402848967,0.80371371532176,-5.48436586140503,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","M_QC_C_20170808_M3Col (Mae2_(LL/LG))"
"NIES-88",0.0335556549317731,0.0166130923980228,1.26017709201051,0.213027363042158,0.80371371532176,-5.51829539574411,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","NIES-88 (Mae3_1)"
"LE19-338",-0.490933122431987,0.859899611526082,-1.25932657922534,0.213331926831762,0.80371371532176,-5.51931860471368,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae3","08/13","2019 Lake Erie","No change","LE19-338 (Mfl_ae3)"
"LE19-197",-0.0784304500722043,0.0203531721026541,-1.25085151929154,0.216384461817397,0.80371371532176,-5.5294789985252,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","LE19-197 (Mfl_ae1)"
"11-30S32",-0.396287207734512,0.534806423440277,-1.19523333219512,0.237221796986786,0.843360001963159,-5.594550179107,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","11-30S32 (Mae3_1)"
"LL13-06",0.0335556549317731,0.0165886045674064,1.18986077560317,0.239309363758838,0.843360001963159,-5.60068765900891,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","LL13-06 (Mae2_(LL/LG))"
"Ma_OC_H_19870700_S124",-0.00353833002588914,0.000626101344307828,-1.1856367089194,0.240960000560903,0.843360001963159,-5.60549474173172,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae8","08/13","2019 Lake Erie","No change","Ma_OC_H_19870700_S124 (Mae8)"
"Sj",-0.242180762027626,0.167634640982776,-1.15641859521767,0.252603490748016,0.855751809783527,-5.63830155827852,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Unclassified","08/13","2019 Lake Erie","No change","Sj (Unclassified)"
"LL13-03",0.0214805770897065,0.0038955905749627,1.15321467725993,0.253904383122585,0.855751809783527,-5.64185171152356,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","LL13-03 (Mae2_(HL/LG))"
"W13-13",0.0214805770897065,0.00963758644345188,1.11870191097812,0.268222128245658,0.887571406194722,-5.67949986367601,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","W13-13 (Mae2_(HL/LG))"
"NIES-2520",-0.529501589514329,2.11390555809893,-1.06015234481359,0.293797018300028,0.950381546754947,-5.74087065506805,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_2","08/13","2019 Lake Erie","No change","NIES-2520 (Mae3_2)"
"M_QC_C_20170808_M2Col",0.11416310029527,0.118615750646058,1.04804805363882,0.299287554492227,0.950381546754947,-5.75316441954072,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","M_QC_C_20170808_M2Col (Mae3_1)"
"L211-11",-0.0520279933369343,0.018938467828755,-1.03653891496021,0.304573019574521,0.950381546754947,-5.76472816305363,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","L211-11 (Mae3_1)"
"Mv_BB_P_19951000_S69D",0.0335556549317731,0.013868195965796,1.02895448228526,0.30809072120078,0.950381546754947,-5.7722815956912,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mvi","08/13","2019 Lake Erie","No change","Mv_BB_P_19951000_S69D (Mvi)"
"FACHB-524",-0.0782003912033324,0.0547789840713263,-0.995718220528438,0.32383075191812,0.982286614151631,-5.80475316216849,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","FACHB-524 (Mae1)"
"G13-01",0.0197845513983597,0.00494134073905403,0.963981832497896,0.339354801956112,1,-5.83480095366045,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G13-01 (Mae2_(HL/LG))"
"NIES-102",-0.168094235383459,0.108348188815705,-0.958003504422772,0.342333202910966,1,-5.84035611459887,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","NIES-102 (Mae3_1)"
"Mw_QC_S_20081001_S30",-0.278752863304713,0.483802100567593,-0.935954569365728,0.35346604278341,1,-5.86055571528239,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","Mw_QC_S_20081001_S30 (Mwe)"
"LE19-59",-0.0638478907461288,0.040524784548568,-0.90343482369816,0.370310198340985,1,-5.88951725750655,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","No change","LE19-59 (Mae3_3)"
"SX13-01",0.122081362926934,0.101462483160348,0.898143254249349,0.373098796080316,1,-5.89413598852002,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","SX13-01 (Mae2_(HL/LG))"
"G11-09",0.0510167454866829,0.0504221903893531,0.896189402981064,0.374131824514402,1,-5.8958347523619,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G11-09 (Mae2_(HL/LG))"
"LE19-281",-0.0235056467992258,0.0185045581236523,-0.855780169794271,0.395903051628126,1,-5.9301629151975,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","No change","LE19-281 (Mae3_3)"
"S11-01",0.188857475666083,0.197274366514199,0.853164997928567,0.397338637293191,1,-5.93233152109636,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","S11-01 (Mae2_(LL/LG))"
"Mf_QC_C_20070823_S10D",-0.0169863556113127,0.00757522624448734,-0.834379448652603,0.407745438021481,1,-5.94771944196998,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","Mf_QC_C_20070823_S10D (Mfl_ae1)"
"Mp_MB_F_20051200_S6D",-0.0150369567958075,0.00542826465134461,-0.79001288262873,0.432977881263592,1,-5.98273604760381,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_MB_F_20051200_S6D (Mpa)"
"M_QC_C_20170808_M9Col",-0.147457999022378,0.257986840954712,-0.781878272508668,0.43770309069855,1,-5.98895382878909,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_1","08/13","2019 Lake Erie","No change","M_QC_C_20170808_M9Col (Mae3_1)"
"PCC_9443",-0.198169018257963,0.395547888570149,-0.733863286799747,0.46620842096758,1,-6.02437234950919,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","No change","PCC_9443 (Mae4)"
"Mp_MB_F_20080800_S26D",-0.135497878006968,0.310031748566602,-0.722721094206881,0.47297173581192,1,-6.03227733953807,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mpa","08/13","2019 Lake Erie","No change","Mp_MB_F_20080800_S26D (Mpa)"
"Ma_QC_C_20070703_M131",-0.0672526138615724,0.0650762610075088,-0.686083316688586,0.495597642306968,1,-6.05743408871566,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae9","08/13","2019 Lake Erie","No change","Ma_QC_C_20070703_M131 (Mae9)"
"LE013-01",0.0199924950337421,0.00867546477728927,0.677602365375229,0.500918579642555,1,-6.06307428333478,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae8","08/13","2019 Lake Erie","No change","LE013-01 (Mae8)"
"TAIHU98",-0.00474507812136519,0.00144659403385004,-0.657778564340283,0.513476455058508,1,-6.07598898252301,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","TAIHU98 (Mae1)"
"FD4",-0.276033792771919,1.73455209737951,-0.655543342448837,0.514902910651941,1,-6.07742151802656,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mvi","08/13","2019 Lake Erie","No change","FD4 (Mvi)"
"NIES-87",0.162277061594176,0.746447175377667,0.650770775452371,0.517955697764954,1,-6.08046416154502,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae6","08/13","2019 Lake Erie","No change","NIES-87 (Mfl_ae6)"
"SPC777",-0.216203453279902,0.738352326476179,-0.645929946932265,0.521061952277015,1,-6.08352797644334,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","SPC777 (Mae1)"
"W11-03",-0.0158159706071012,0.00624387145981817,-0.623882768201198,0.535332881037839,1,-6.09719699397202,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","W11-03 (Mwe)"
"LE3",-0.0611400650667261,0.0550937925627485,-0.614152886706473,0.541694759802915,1,-6.10308069642466,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","LE3 (Mae1)"
"LE19-114",-0.284829134140267,0.564634074616638,-0.608241855809486,0.545578540964462,1,-6.10661061206274,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae5","08/13","2019 Lake Erie","No change","LE19-114 (Mae5)"
"Ma_MB_S_20031200_S102",0.0635022662058077,0.0997020858566253,0.589921196812264,0.557705459490526,1,-6.11733733891652,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae6","08/13","2019 Lake Erie","No change","Ma_MB_S_20031200_S102 (Mae6)"
"LE13-04",0.0722378723886439,0.0605714405924541,0.564032752002643,0.575068435688848,1,-6.13194292224657,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","LE13-04 (Mae2_(HL/LG))"
"K13-05",-0.0611296556756079,0.0483281679742078,-0.544132551117263,0.588591408345994,1,-6.14272993630518,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae3_3","08/13","2019 Lake Erie","No change","K13-05 (Mae3_3)"
"Mn_MB_F_20050700_S1",-0.109731771505925,0.149138906345602,-0.535115493733202,0.594768181268952,1,-6.14749157947869,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mn","08/13","2019 Lake Erie","No change","Mn_MB_F_20050700_S1 (Mn)"
"NIES-3806",-0.00531502921903343,0.00256348426910084,-0.494968342167291,0.622631695892887,1,-6.16773619482377,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae4","08/13","2019 Lake Erie","No change","NIES-3806 (Mfl_ae4)"
"Mw_MB_S_20031200_S109D",0.0282406257127397,0.0326903523882331,0.486239787401627,0.62876583861952,1,-6.17193081262707,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mwe","08/13","2019 Lake Erie","No change","Mw_MB_S_20031200_S109D (Mwe)"
"M_OC_Ca_00000000_C217Col",-0.0726873216413116,0.111285924783708,-0.478659886935865,0.63411422166345,1,-6.17551342937169,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae4","08/13","2019 Lake Erie","No change","M_OC_Ca_00000000_C217Col (Mae4)"
"Mf_WU_F_19750830_S460",-0.0213739050437122,0.0199662542891306,-0.474526513090389,0.637039055780481,1,-6.17744354725197,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae3","08/13","2019 Lake Erie","No change","Mf_WU_F_19750830_S460 (Mfl_ae3)"
"Mv_BB_P_19951000_S69",-0.0693187089154402,0.1576481250027,-0.44438109134655,0.658544040264413,1,-6.19101810326069,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mvi","08/13","2019 Lake Erie","No change","Mv_BB_P_19951000_S69 (Mvi)"
"G11-04",-0.00828340814725433,0.0104425127262745,-0.441148325311334,0.660867967756848,1,-6.1924213574853,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(HL/LG)","08/13","2019 Lake Erie","No change","G11-04 (Mae2_(HL/LG))"
"W13-11",-0.0164708238628743,0.0159541083323116,-0.427028323409286,0.671057563332205,1,-6.1984312213551,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae1","08/13","2019 Lake Erie","No change","W13-11 (Mae1)"
"LE19-13",0.0527857686078354,0.0801902782450253,0.41672212436319,0.678534545743532,1,-6.20269526068906,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mfl_ae1","08/13","2019 Lake Erie","No change","LE19-13 (Mfl_ae1)"
"Ma_QC_Ch_20071001_S25",-0.00531502921903343,0.00284874706007544,-0.399050227726777,0.691430899591111,1,-6.2097658669461,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae2_(LL/LG)","08/13","2019 Lake Erie","No change","Ma_QC_Ch_20071001_S25 (Mae2_(LL/LG))"
"EAWAG127a",-0.12164902549171,0.222501133930924,-0.375355210788622,0.708867564172562,1,-6.2187684231703,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae6","08/13","2019 Lake Erie","No change","EAWAG127a (Mae6)"
"NIES-4325",-0.112934216713563,0.515605768568284,-0.359700041668535,0.72047522160481,1,-6.22441573870801,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae10","08/13","2019 Lake Erie","No change","NIES-4325 (Mae10)"
"LE19-196",-0.0128728457797193,0.0169609752758347,-0.345005551833871,0.731431222045855,1,-6.22949870548079,"Not Significant","logqc_LE_19_08_13","Lake Erie","19_08_13","2019","08","13","Mae5","08/13","2019 Lake Erie","No change","LE19-196 (Mae5)"
