"seqnames","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant","contrast","lake","Date","Year","Month","Day","Clade","sample_date","Year_lake","sig_label","strain_clade"
"DA14",-8.66533119182146e-18,0.00571196148917547,-2.71426468921852e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","DA14 (Mae1)"
"DIANCHI905",-4.57666023531709e-19,0.0136551134488945,-6.40391425524628e-18,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","DIANCHI905 (Mae1)"
"FCY-27",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Unclassified","07/10","2018 Lake Erie","No change","FCY-27 (Unclassified)"
"FCY-27",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Unclassified","07/10","2018 Lake Erie","No change","FCY-27 (Unclassified)"
"G11-01",5.92455954282617e-21,0.000188710934714087,4.59458235385525e-18,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G11-01 (Mae2_(HL/LG))"
"G11-06",4.26185503003863e-18,0.0125333798659142,1.21396431128874e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G11-06 (Mae2_(HL/LG))"
"G13-03",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","G13-03 (Mae2_(HL/LG))"
"LG11-05",0,0.0100220001339047,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae10","07/10","2018 Lake Erie","No change","LG11-05 (Mae10)"
"LL11-07",-3.44773266502518e-18,0.0120445568874154,-1.46713283652358e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","LL11-07 (Mae2_(HL/LG))"
"LL13-03",0,0.0038955905749627,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","LL13-03 (Mae2_(HL/LG))"
"Ma_MB_F_20061100_S19D",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","Ma_MB_F_20061100_S19D (Mae1)"
"Ma_MB_F_20061100_S20",0,0.0146020964372637,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae5","07/10","2018 Lake Erie","No change","Ma_MB_F_20061100_S20 (Mae5)"
"Ma_MB_F_20061100_S20D",5.92455954282617e-21,0.0680865720923015,2.67316876348601e-20,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae5","07/10","2018 Lake Erie","No change","Ma_MB_F_20061100_S20D (Mae5)"
"Ma_MB_S_20031200_S102D",1.65897594729715e-17,0.0260079543864669,3.43005775845123e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae6","07/10","2018 Lake Erie","No change","Ma_MB_S_20031200_S102D (Mae6)"
"Ma_OC_H_19870700_S124",5.92455954282617e-21,0.000626101344307828,1.83795965138262e-18,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae8","07/10","2018 Lake Erie","No change","Ma_OC_H_19870700_S124 (Mae8)"
"Ma_OC_LR_19540900_S633",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","Ma_OC_LR_19540900_S633 (Mae1)"
"Ma_QC_C_20070823_S13",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","Ma_QC_C_20070823_S13 (Mae2_(HL/LG))"
"Ma_QC_C_20070823_S13D",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","Ma_QC_C_20070823_S13D (Mae2_(HL/LG))"
"Ma_QC_Ch_20071001_S25",-9.99817903186457e-20,0.00284874706007544,-6.94975382055301e-18,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","Ma_QC_Ch_20071001_S25 (Mae2_(LL/LG))"
"NIES-1211",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae2","07/10","2018 Lake Erie","No change","NIES-1211 (Mfl_ae2)"
"NIES-2481",0,0.0102832125020514,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae4","07/10","2018 Lake Erie","No change","NIES-2481 (Mfl_ae4)"
"NIES-2519",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae2","07/10","2018 Lake Erie","No change","NIES-2519 (Mfl_ae2)"
"NIES-3787",0,0.00428337259915598,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae4","07/10","2018 Lake Erie","No change","NIES-3787 (Mfl_ae4)"
"NIES-3807",0,0.00304191839117172,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae4","07/10","2018 Lake Erie","No change","NIES-3807 (Mfl_ae4)"
"NIES-4264",0,0.00159482942609291,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae2","07/10","2018 Lake Erie","No change","NIES-4264 (Mfl_ae2)"
"NaRes975",-3.01375384060905e-20,0.000426382505789865,-1.04412978534639e-17,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","NaRes975 (Mae1)"
"PCC_7806SL",-3.01375384060905e-20,0.000426382505789865,-1.04412978534639e-17,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","PCC_7806SL (Mae1)"
"PCC_9432",0,0.0246211750270618,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","PCC_9432 (Mae1)"
"PCC_9701",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","PCC_9701 (Mfl_ae1)"
"PCC_9717",5.92455954282617e-21,0.000188710934714087,4.59458235385525e-18,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae3_3","07/10","2018 Lake Erie","No change","PCC_9717 (Mae3_3)"
"PCC_9806",-9.77465518627133e-20,0.000253070833139477,-5.6815475279497e-17,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae3","07/10","2018 Lake Erie","No change","PCC_9806 (Mfl_ae3)"
"S11-05",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","S11-05 (Mae2_(LL/LG))"
"TAIHU98",-9.77465518627133e-20,0.00144659403385004,-1.25448190388783e-17,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","TAIHU98 (Mae1)"
"W11-06",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mwe","07/10","2018 Lake Erie","No change","W11-06 (Mwe)"
"W13-11",0,0.0159541083323116,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","W13-11 (Mae1)"
"W13-13",1.12007489339459e-17,0.00963758644345188,5.40060112963409e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","W13-13 (Mae2_(HL/LG))"
"W13-16",-5.4132338395336e-18,0.0277228925437981,-1.05711241927484e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(HL/LG)","07/10","2018 Lake Erie","No change","W13-16 (Mae2_(HL/LG))"
"W13-18",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae2_(LL/LG)","07/10","2018 Lake Erie","No change","W13-18 (Mae2_(LL/LG))"
"Ma_QC_C_20070823_S18D",0,0.00470352069963393,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","Ma_QC_C_20070823_S18D (Mfl_ae1)"
"Mf_QC_C_20070823_S20",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","Mf_QC_C_20070823_S20 (Mfl_ae1)"
"Mf_QC_C_20070823_S20D",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","Mf_QC_C_20070823_S20D (Mfl_ae1)"
"Mf_QC_C_20070823_S20T",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","Mf_QC_C_20070823_S20T (Mfl_ae1)"
"FACHB-1757",0,0.0146020964372637,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae4","07/10","2018 Lake Erie","No change","FACHB-1757 (Mae4)"
"Mp_GB_SS_20050300_S99",0,0.011287167771039,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mpa","07/10","2018 Lake Erie","No change","Mp_GB_SS_20050300_S99 (Mpa)"
"Mp_MB_F_20051200_S9D",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mpa","07/10","2018 Lake Erie","No change","Mp_MB_F_20051200_S9D (Mpa)"
"Mv_BB_P_19951000_S68",0,0.000200209738925561,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mvi","07/10","2018 Lake Erie","No change","Mv_BB_P_19951000_S68 (Mvi)"
"Mw_QC_B_20070930_S4",0,0,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mwe","07/10","2018 Lake Erie","No change","Mw_QC_B_20070930_S4 (Mwe)"
"Mw_QC_B_20070930_S4D",-1.33930721178773e-17,0.0115942067576874,-2.38485804266129e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mwe","07/10","2018 Lake Erie","No change","Mw_QC_B_20070930_S4D (Mwe)"
"LE19-12",7.66623915043411e-18,0.00848597483020087,2.00585527492919e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","LE19-12 (Mfl_ae1)"
"LE19-131",0,0.0903619212896802,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae1","07/10","2018 Lake Erie","No change","LE19-131 (Mae1)"
"LE19-197",2.37185721823711e-17,0.0203531721026541,3.50216174696191e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","LE19-197 (Mfl_ae1)"
"LE19-388",0,0.00205546863257623,0,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae3","07/10","2018 Lake Erie","No change","LE19-388 (Mfl_ae3)"
"LE19-4",-6.22358897133301e-18,0.00652576662414928,-2.01410127226241e-16,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mae5","07/10","2018 Lake Erie","No change","LE19-4 (Mae5)"
"LE19-98",-9.77465518627133e-20,0.000253070833139477,-5.6815475279497e-17,1,1,-6.05441421357736,"Not Significant","logqc_LE_18_07_10","Lake Erie","18_07_10","2018","07","10","Mfl_ae1","07/10","2018 Lake Erie","No change","LE19-98 (Mfl_ae1)"
"LE19-197",-0.244405859307685,0.0203531721026541,-3.60877056434669,0.000673624380325311,0.122599637219207,-0.466286813901671,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mfl_ae1","07/25","2018 Lake Erie","No change","LE19-197 (Mfl_ae1)"
"W13-11",0.137143155750279,0.0159541083323116,3.29186565051505,0.00175893644029609,0.160063216066944,-1.2655602036763,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae1","07/25","2018 Lake Erie","No change","W13-11 (Mae1)"
"LE19-41",-0.266644380952448,0.0886701153905635,-2.98692690396686,0.00423200257820821,0.256741489744631,-1.99060273539243,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae3_3","07/25","2018 Lake Erie","No change","LE19-41 (Mae3_3)"
"K13-06",-0.199710929021863,0.0866228644935585,-2.78917599303779,0.00728552231076658,0.331491265139879,-2.43501017704042,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae3_2","07/25","2018 Lake Erie","No change","K13-06 (Mae3_2)"
"G13-07",-0.385283718217104,0.240259247661432,-2.6864796518326,0.00957710602681931,0.348606659376223,-2.65718230043053,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae2_(HL/LG)","07/25","2018 Lake Erie","No change","G13-07 (Mae2_(HL/LG))"
"LL13-03",0.051561746190844,0.0038955905749627,2.56282196951664,0.0132044958962252,0.400536375518831,-2.91649381989097,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae2_(HL/LG)","07/25","2018 Lake Erie","No change","LL13-03 (Mae2_(HL/LG))"
"NIES-87",0.626799642012616,0.746447175377667,2.32716004197416,0.0237383949404832,0.463979319399864,-3.38457837458734,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mfl_ae6","07/25","2018 Lake Erie","No change","NIES-87 (Mfl_ae6)"
"L211-11",-0.12476632356199,0.018938467828755,-2.30129619213463,0.0252635281821856,0.463979319399864,-3.43378216463351,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae3_1","07/25","2018 Lake Erie","No change","L211-11 (Mae3_1)"
"Mp_MB_F_20051200_S6",0.0681547025332555,0.00763925243983875,2.29768162096741,0.0254834741732248,0.463979319399864,-3.44062352979001,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mpa","07/25","2018 Lake Erie","No change","Mp_MB_F_20051200_S6 (Mpa)"
"Mp_MB_F_20080800_S26D",0.465258583762913,0.310031748566602,2.29751966020521,0.0254933691977947,0.463979319399864,-3.44092987412036,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mpa","07/25","2018 Lake Erie","No change","Mp_MB_F_20080800_S26D (Mpa)"
"LE19-59",0.164820525785661,0.040524784548568,2.15917663803183,0.0352996242828008,0.543981759229441,-3.69619626411211,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae3_3","07/25","2018 Lake Erie","No change","LE19-59 (Mae3_3)"
"BS13-02",-0.311774431603793,0.137650099733605,-2.15226105526664,0.0358669291799631,0.543981759229441,-3.70861635992386,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae6","07/25","2018 Lake Erie","No change","BS13-02 (Mae6)"
"KW",0.351457546164152,0.228886029414017,2.00605757632583,0.0498732195386569,0.698225073541196,-3.96340900794184,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae3_1","07/25","2018 Lake Erie","No change","KW (Mae3_1)"
"LE19-281",-0.0578986966663624,0.0185045581236523,-1.95157571629143,0.0561865785721286,0.730425521437671,-4.05448722996576,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae3_3","07/25","2018 Lake Erie","No change","LE19-281 (Mae3_3)"
"LE19-338",0.79235743235347,0.859899611526082,1.88175802405512,0.0652664217927675,0.791899251085579,-4.16806316125296,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mfl_ae3","07/25","2018 Lake Erie","No change","LE19-338 (Mfl_ae3)"
"Ma_QC_C_20070703_M131",-0.187008108041803,0.0650762610075088,-1.76626040007763,0.0830078294573412,0.944214060077256,-4.34805975941684,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae9","07/25","2018 Lake Erie","No change","Ma_QC_C_20070703_M131 (Mae9)"
"Mn_MB_F_20050700_S1",0.358014021713816,0.149138906345602,1.61637370453885,0.111844880574698,1,-4.56661987139768,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mn","07/25","2018 Lake Erie","No change","Mn_MB_F_20050700_S1 (Mn)"
"G11-09",0.096665823252405,0.0504221903893531,1.57212333229381,0.121766907688102,1,-4.62782742857372,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae2_(HL/LG)","07/25","2018 Lake Erie","No change","G11-09 (Mae2_(HL/LG))"
"M_QC_C_20170808_M9Col",0.314088227379423,0.257986840954712,1.54187466386322,0.12894780943412,1,-4.66878453811255,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae3_1","07/25","2018 Lake Erie","No change","M_QC_C_20170808_M9Col (Mae3_1)"
"Mp_GB_SS_20050300_S99",0.0681547025332555,0.011287167771039,1.541639795991,0.129004861857298,1,-4.6690997330732,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mpa","07/25","2018 Lake Erie","No change","Mp_GB_SS_20050300_S99 (Mpa)"
"Mw_MB_S_20031200_S109D",0.0966658232524052,0.0326903523882331,1.54090454826676,0.129183593309012,1,-4.67008616121174,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mwe","07/25","2018 Lake Erie","No change","Mw_MB_S_20031200_S109D (Mwe)"
"Mn_MB_F_20050700_S1D",0.266508102150323,0.225709300796186,1.48267008548009,0.143978477726139,1,-4.74685509979173,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mn","07/25","2018 Lake Erie","No change","Mn_MB_F_20050700_S1D (Mn)"
"F13-15",0.619469974083787,1.40698658172397,1.44894604556255,0.153138599600395,1,-4.79007741324286,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae4","07/25","2018 Lake Erie","No change","F13-15 (Mae4)"
"G13-05",0.0681547025332555,0.0306149934736053,1.40760610060058,0.164981734446216,1,-4.84181472915379,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae2_(HL/LG)","07/25","2018 Lake Erie","No change","G13-05 (Mae2_(HL/LG))"
"LE19-84",-0.514901129530383,1.48578914474714,-1.29278102110796,0.201594141392261,1,-4.97824063167813,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mae4","07/25","2018 Lake Erie","No change","LE19-84 (Mae4)"
"NIES-2521",0.259277657283135,0.28888964313418,1.27077609592143,0.209258952790305,1,-5.00315080719211,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mfl_ae4","07/25","2018 Lake Erie","No change","NIES-2521 (Mfl_ae4)"
"Ma_QC_C_20070823_S18",0.106713798876561,0.0667747573911391,1.23733755266162,0.221318563947743,1,-5.040237229728,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mfl_ae1","07/25","2018 Lake Erie","No change","Ma_QC_C_20070823_S18 (Mfl_ae1)"
"Ma_SC_T_19800800_S464",-0.352271648291581,0.403603032421017,-1.20994942071233,0.231571512260805,1,-5.06992111679051,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mwe","07/25","2018 Lake Erie","No change","Ma_SC_T_19800800_S464 (Mwe)"
"0824",0.0857939218735331,0.0337903604092532,1.19234340255916,0.238343061722324,1,-5.08867253825477,"Not Significant","logqc_LE_18_07_25","Lake Erie","18_07_25","2018","07","25","Mfl_ae5","07/25","2018 Lake Erie","No change","0824 (Mfl_ae5)"
